locus_tag	ftype	length_bp	gene	EC_number	COG	product
GKLDPBFD_00338	CDS	453	gatA		COG1762	PTS system galactitol-specific EIIA component
GKLDPBFD_00339	CDS	1263	gatZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit GatZ
GKLDPBFD_00340	CDS	855	gatY	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit GatY
GKLDPBFD_00341	CDS	1053	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
GKLDPBFD_00342	CDS	1278	yegT			Putative nucleoside transporter YegT
GKLDPBFD_00343	CDS	1005	tri1	3.2.2.19	COG1397	ADP-ribosylarginine hydrolase Tri1
GKLDPBFD_00344	CDS	966	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
GKLDPBFD_00345	CDS	747	nagR		COG2188	HTH-type transcriptional repressor NagR
GKLDPBFD_00346	CDS	498	acm	3.2.1.17		Lysozyme M1
GKLDPBFD_00347	CDS	303				hypothetical protein
GKLDPBFD_00348	CDS	801	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
GKLDPBFD_00349	CDS	789	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
GKLDPBFD_00350	CDS	273	rcnR		COG1937	Transcriptional repressor RcnR
GKLDPBFD_00351	CDS	825	rcnA		COG2215	Nickel/cobalt efflux system RcnA
GKLDPBFD_00352	CDS	339	rcnB		COG5455	Nickel/cobalt homeostasis protein RcnB
GKLDPBFD_00353	CDS	1035	yehA			putative fimbrial-like protein YehA
GKLDPBFD_00354	CDS	2481	yehB		COG3188	Outer membrane usher protein YehB
GKLDPBFD_00355	CDS	675	yehC		COG3121	putative fimbrial chaperone YehC
GKLDPBFD_00356	CDS	543	yehD			putative fimbrial-like protein YehD
GKLDPBFD_00357	CDS	282				hypothetical protein
GKLDPBFD_00358	CDS	1110	apbC		COG0489	Iron-sulfur cluster carrier protein
GKLDPBFD_00359	CDS	2034	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
GKLDPBFD_00360	CDS	3795				hypothetical protein
GKLDPBFD_00361	CDS	1485				hypothetical protein
GKLDPBFD_00362	CDS	1887				hypothetical protein
GKLDPBFD_00363	CDS	318				hypothetical protein
GKLDPBFD_00364	CDS	1089	yehL		COG0714	putative protein YehL
GKLDPBFD_00365	CDS	2280				hypothetical protein
GKLDPBFD_00366	CDS	1137				hypothetical protein
GKLDPBFD_00367	CDS	2001				hypothetical protein
GKLDPBFD_00368	CDS	462	yehR		COG4808	putative lipoprotein YehR
GKLDPBFD_00369	CDS	471				hypothetical protein
GKLDPBFD_00370	CDS	720	btsR		COG3279	Transcriptional regulatory protein BtsR
GKLDPBFD_00371	CDS	1686	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
GKLDPBFD_00372	CDS	732	mlrA		COG0789	HTH-type transcriptional regulator MlrA
GKLDPBFD_00373	CDS	108				hypothetical protein
GKLDPBFD_00374	CDS	732	yehW		COG1174	Glycine betaine uptake system permease protein YehW
GKLDPBFD_00375	CDS	927	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
GKLDPBFD_00376	CDS	1158	yehY		COG1174	Glycine betaine uptake system permease protein YehY
GKLDPBFD_00377	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
GKLDPBFD_00378	CDS	2268		3.2.1.-		Beta-xylosidase
GKLDPBFD_00379	CDS	1716	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
GKLDPBFD_00380	CDS	933	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
GKLDPBFD_00381	CDS	588	yohC			Inner membrane protein YohC
GKLDPBFD_00382	CDS	579	yohD		COG0586	Inner membrane protein YohD
GKLDPBFD_00383	CDS	762	yohF	1.-.-.-	COG1028	putative oxidoreductase YohF
GKLDPBFD_00384	CDS	1437	ttgI			Toluene efflux pump outer membrane protein TtgI
GKLDPBFD_00385	CDS	978	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
GKLDPBFD_00386	CDS	399				hypothetical protein
GKLDPBFD_00387	CDS	696	yohK		COG1346	Inner membrane protein YohK
GKLDPBFD_00388	CDS	885	cdd	3.5.4.5	COG0295	Cytidine deaminase
GKLDPBFD_00389	CDS	720				hypothetical protein
GKLDPBFD_00390	CDS	240				hypothetical protein
GKLDPBFD_00391	CDS	1239	preT	1.3.1.1	COG0493	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT
GKLDPBFD_00392	CDS	369	preA_1	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
GKLDPBFD_00393	CDS	849	preA_2	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
GKLDPBFD_00394	CDS	1011	mglC		COG4211	Galactoside transport system permease protein MglC
GKLDPBFD_00395	CDS	1521	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
GKLDPBFD_00396	CDS	999	mglB		COG1879	D-galactose-binding periplasmic protein
GKLDPBFD_00397	CDS	1041	galS		COG1609	HTH-type transcriptional regulator GalS
GKLDPBFD_00398	CDS	1158				hypothetical protein
GKLDPBFD_00399	CDS	669	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
GKLDPBFD_00400	CDS	837	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
GKLDPBFD_00401	CDS	1992	cirA_1		COG4771	Colicin I receptor
GKLDPBFD_00402	CDS	1470	lysP		COG0833	Lysine-specific permease
GKLDPBFD_00403	CDS	882	cysL		COG0583	HTH-type transcriptional regulator CysL
GKLDPBFD_00404	CDS	1050				hypothetical protein
GKLDPBFD_00405	CDS	858	nfo	3.1.21.2	COG0648	Endonuclease 4
GKLDPBFD_00406	CDS	1089	psuK_1	2.7.1.83	COG0524	Pseudouridine kinase
GKLDPBFD_00407	CDS	1251	nupX		COG1972	Putative nucleoside permease NupX
GKLDPBFD_00408	CDS	942	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
GKLDPBFD_00409	CDS	699	yeiL		COG0664	Regulatory protein YeiL
GKLDPBFD_00410	CDS	1251	psuT		COG1972	Putative pseudouridine transporter
GKLDPBFD_00411	CDS	939	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
GKLDPBFD_00412	CDS	942	psuK_2	2.7.1.83	COG0524	Pseudouridine kinase
GKLDPBFD_00413	CDS	1692	fruA_1		COG1299	PTS system fructose-specific EIIB'BC component
GKLDPBFD_00414	CDS	939	lacC	2.7.1.144		Tagatose-6-phosphate kinase
GKLDPBFD_00415	CDS	1131	fruB		COG1925	Multiphosphoryl transfer protein
GKLDPBFD_00416	CDS	1182	setB			Sugar efflux transporter B
GKLDPBFD_00417	CDS	255				hypothetical protein
GKLDPBFD_00418	CDS	573	yeiP		COG0231	Elongation factor P-like protein
GKLDPBFD_00419	CDS	1467	mtlK	1.1.1.67	COG0246	Mannitol 2-dehydrogenase
GKLDPBFD_00420	CDS	987	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
GKLDPBFD_00421	CDS	714	lpxT	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
GKLDPBFD_00422	CDS	567	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
GKLDPBFD_00423	CDS	1557	pdeN	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
GKLDPBFD_00424	CDS	1815				hypothetical protein
GKLDPBFD_00425	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
GKLDPBFD_00426	CDS	1026	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
GKLDPBFD_00427	CDS	1590	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
GKLDPBFD_00428	CDS	345	yejG			putative protein YejG
GKLDPBFD_00429	CDS	1191	bcr			Bicyclomycin resistance protein
GKLDPBFD_00430	CDS	696	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
GKLDPBFD_00431	CDS	1761	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
GKLDPBFD_00432	CDS	285	rplY		COG1825	50S ribosomal protein L25
GKLDPBFD_00433	CDS	1008	yejK		COG3081	Nucleoid-associated protein YejK
GKLDPBFD_00434	CDS	228				hypothetical protein
GKLDPBFD_00435	CDS	1761	yejM		COG3083	Inner membrane protein YejM
GKLDPBFD_00436	tRNA	77				tRNA-Pro(ggg)
GKLDPBFD_00437	CDS	2370				putative autotransporter
GKLDPBFD_00438	CDS	648	narL_1		COG2197	Nitrate/nitrite response regulator protein NarL
GKLDPBFD_00439	CDS	1053	ccmH_1		COG3088	Cytochrome c-type biogenesis protein CcmH
GKLDPBFD_00440	CDS	558	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
GKLDPBFD_00441	CDS	1944	ccmF_1		COG1138	Cytochrome c-type biogenesis protein CcmF
GKLDPBFD_00442	CDS	480	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
GKLDPBFD_00443	CDS	210	ccmD		COG3114	Heme exporter protein D
GKLDPBFD_00444	CDS	738	ccmC		COG0755	Heme exporter protein C
GKLDPBFD_00445	CDS	663	ccmB		COG2386	Heme exporter protein B
GKLDPBFD_00446	CDS	618	ccmA	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
GKLDPBFD_00447	CDS	603	napC		COG3005	Cytochrome c-type protein NapC
GKLDPBFD_00448	CDS	450	napB		COG3043	Periplasmic nitrate reductase, electron transfer subunit
GKLDPBFD_00449	CDS	864	napH		COG0348	Ferredoxin-type protein NapH
GKLDPBFD_00450	CDS	696	napG		COG1145	Ferredoxin-type protein NapG
GKLDPBFD_00451	CDS	2487	napA	1.9.6.1	COG0243	Periplasmic nitrate reductase
GKLDPBFD_00452	CDS	264	napD		COG3062	Chaperone NapD
GKLDPBFD_00453	CDS	495	napF		COG1145	Ferredoxin-type protein NapF
GKLDPBFD_00454	CDS	165				hypothetical protein
GKLDPBFD_00455	CDS	489	eco		COG4574	Ecotin
GKLDPBFD_00456	CDS	1647	mqo	1.1.5.4	COG0579	Malate:quinone oxidoreductase
GKLDPBFD_00457	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
GKLDPBFD_00458	CDS	651	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
GKLDPBFD_00459	CDS	1065	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
GKLDPBFD_00460	CDS	1056	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
GKLDPBFD_00461	CDS	1104	ompC_2		COG3203	Outer membrane protein C
GKLDPBFD_00462	CDS	2673	rcsD	2.7.2.-	COG2198	Phosphotransferase RcsD
GKLDPBFD_00463	CDS	651	rcsB		COG2197	Transcriptional regulatory protein RcsB
GKLDPBFD_00464	CDS	2850	rcsC	2.7.13.3		Sensor histidine kinase RcsC
GKLDPBFD_00465	CDS	1827	atoS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
GKLDPBFD_00466	CDS	1386	atoC		COG2204	Regulatory protein AtoC
GKLDPBFD_00467	CDS	663	atoD	2.8.3.8	COG1788	Acetate CoA-transferase subunit alpha
GKLDPBFD_00468	CDS	651	atoA	2.8.3.8	COG2057	Acetate CoA-transferase subunit beta
GKLDPBFD_00469	CDS	1323	atoE		COG2031	Putative short-chain fatty acid transporter
GKLDPBFD_00470	CDS	1185	atoB	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
GKLDPBFD_00471	CDS	777				hypothetical protein
GKLDPBFD_00472	CDS	1650				hypothetical protein
GKLDPBFD_00473	CDS	4395				hypothetical protein
GKLDPBFD_00474	CDS	624				hypothetical protein
GKLDPBFD_00475	CDS	1689				hypothetical protein
GKLDPBFD_00476	CDS	2628	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
GKLDPBFD_00477	CDS	723	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
GKLDPBFD_00478	CDS	3753	yfaL		COG3468	putative autotransporter YfaL
GKLDPBFD_00479	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
GKLDPBFD_00480	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
GKLDPBFD_00481	CDS	255				hypothetical protein
GKLDPBFD_00482	CDS	651	inaA			Protein InaA
GKLDPBFD_00483	CDS	207				hypothetical protein
GKLDPBFD_00484	CDS	1071				hypothetical protein
GKLDPBFD_00485	CDS	1077	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
GKLDPBFD_00486	CDS	1359	glpT		COG2271	Glycerol-3-phosphate transporter
GKLDPBFD_00487	CDS	1629	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
GKLDPBFD_00488	CDS	1260	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
GKLDPBFD_00489	CDS	1191	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
GKLDPBFD_00490	CDS	903				ISNCY family transposase ISSen7
GKLDPBFD_00491	CDS	390	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
GKLDPBFD_00492	CDS	1203	pncC_1	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
GKLDPBFD_00493	CDS	543				hypothetical protein
GKLDPBFD_00494	CDS	426	nudI	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
GKLDPBFD_00495	CDS	603	ais	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
GKLDPBFD_00496	CDS	1158	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
GKLDPBFD_00497	CDS	969	arnC_1	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
GKLDPBFD_00498	CDS	1983	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
GKLDPBFD_00499	CDS	891	arnD	3.5.1.-	COG0726	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
GKLDPBFD_00500	CDS	1653	arnT	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
GKLDPBFD_00501	CDS	336	arnE		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
GKLDPBFD_00502	CDS	387	arnF		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
GKLDPBFD_00503	CDS	267	pmrD			Signal transduction protein PmrD
GKLDPBFD_00504	CDS	1356	menE_1	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
GKLDPBFD_00505	CDS	963	menC_1	4.2.1.113	COG1441	o-succinylbenzoate synthase
GKLDPBFD_00506	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
GKLDPBFD_00507	CDS	759	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
GKLDPBFD_00508	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
GKLDPBFD_00509	CDS	1296	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
GKLDPBFD_00510	CDS	306	elaB		COG4575	Protein ElaB
GKLDPBFD_00511	CDS	462	elaA		COG2153	Protein ElaA
GKLDPBFD_00512	CDS	936	rbn	3.1.-.-	COG1234	Ribonuclease BN
GKLDPBFD_00513	CDS	756	elaD	3.4.22.-		Protease ElaD
GKLDPBFD_00514	CDS	1755				hypothetical protein
GKLDPBFD_00515	CDS	972				hypothetical protein
GKLDPBFD_00516	CDS	504	yfbM			Protein YfbM
GKLDPBFD_00517	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
GKLDPBFD_00518	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
GKLDPBFD_00519	CDS	1842	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
GKLDPBFD_00520	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
GKLDPBFD_00521	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
GKLDPBFD_00522	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
GKLDPBFD_00523	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
GKLDPBFD_00524	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
GKLDPBFD_00525	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
GKLDPBFD_00526	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
GKLDPBFD_00527	CDS	1803	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
GKLDPBFD_00528	CDS	663	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
GKLDPBFD_00529	CDS	444	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
GKLDPBFD_00530	CDS	165				hypothetical protein
GKLDPBFD_00531	CDS	939	hdfR_1			HTH-type transcriptional regulator HdfR
GKLDPBFD_00532	CDS	1218	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
GKLDPBFD_00533	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
GKLDPBFD_00534	CDS	1833				hypothetical protein
GKLDPBFD_00535	CDS	651	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
GKLDPBFD_00536	CDS	495				hypothetical protein
GKLDPBFD_00537	CDS	456				hypothetical protein
GKLDPBFD_00538	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
GKLDPBFD_00539	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
GKLDPBFD_00540	CDS	1479				hypothetical protein
GKLDPBFD_00541	CDS	543	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
GKLDPBFD_00542	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
GKLDPBFD_00543	CDS	645	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
GKLDPBFD_00544	CDS	648	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
GKLDPBFD_00545	CDS	363	folX	5.1.99.7	COG1539	Dihydroneopterin triphosphate 2'-epimerase
GKLDPBFD_00546	CDS	894				Epimerase family protein
GKLDPBFD_00547	CDS	891				ISNCY family transposase ISRor2
GKLDPBFD_00548	CDS	774	hisP		COG4598	Histidine transport ATP-binding protein HisP
GKLDPBFD_00549	CDS	717	hisM		COG4160	Histidine transport system permease protein HisM
GKLDPBFD_00550	CDS	687	hisQ		COG4215	Histidine transport system permease protein HisQ
GKLDPBFD_00551	CDS	783	hisJ		COG0834	Histidine-binding periplasmic protein
GKLDPBFD_00552	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
GKLDPBFD_00553	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
GKLDPBFD_00554	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
GKLDPBFD_00555	CDS	489	cvpA		COG1286	Colicin V production protein
GKLDPBFD_00556	CDS	663	dedD			Cell division protein DedD
GKLDPBFD_00557	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
GKLDPBFD_00558	CDS	915	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
GKLDPBFD_00559	CDS	660	dedA		COG0586	Protein DedA
GKLDPBFD_00560	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
GKLDPBFD_00561	CDS	1014	usg		COG0136	USG-1 protein
GKLDPBFD_00562	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
GKLDPBFD_00563	CDS	996	flk			Flagellar regulator flk
GKLDPBFD_00564	CDS	1179	yfcJ			putative MFS-type transporter YfcJ
GKLDPBFD_00565	CDS	1221	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
GKLDPBFD_00566	CDS	2007	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
GKLDPBFD_00567	CDS	279				hypothetical protein
GKLDPBFD_00568	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
GKLDPBFD_00569	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
GKLDPBFD_00570	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
GKLDPBFD_00571	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
GKLDPBFD_00572	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
GKLDPBFD_00573	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
GKLDPBFD_00574	CDS	768	yfcO			putative protein YfcO
GKLDPBFD_00575	CDS	525	yfcP			putative fimbrial-like protein YfcP
GKLDPBFD_00576	CDS	471	yfcQ			putative fimbrial-like protein YfcQ
GKLDPBFD_00577	CDS	507	yfcR			putative fimbrial-like protein YfcR
GKLDPBFD_00578	CDS	753	yfcS		COG3121	putative fimbrial chaperone YfcS
GKLDPBFD_00579	CDS	2646	papC_1		COG3188	Outer membrane usher protein PapC
GKLDPBFD_00580	CDS	564	yfcV			putative fimbrial-like protein YfcV
GKLDPBFD_00581	CDS	486	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
GKLDPBFD_00582	CDS	2145	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
GKLDPBFD_00583	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
GKLDPBFD_00584	CDS	285				hypothetical protein
GKLDPBFD_00585	CDS	1341	fadL		COG2067	Long-chain fatty acid transport protein
GKLDPBFD_00586	CDS	1059				hypothetical protein
GKLDPBFD_00587	CDS	756	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
GKLDPBFD_00588	CDS	933	yfdC		COG2116	Inner membrane protein YfdC
GKLDPBFD_00589	tRNA	75				tRNA-Arg(cct)
GKLDPBFD_00590	CDS	870	cscB_1			Sucrose permease
GKLDPBFD_00591	CDS	297	cscB_2			Sucrose permease
GKLDPBFD_00592	CDS	915	scrK	2.7.1.4	COG0524	Fructokinase
GKLDPBFD_00593	CDS	1434	sacA	3.2.1.26		Sucrose-6-phosphate hydrolase
GKLDPBFD_00594	CDS	954	degA		COG1609	HTH-type transcriptional regulator DegA
GKLDPBFD_00595	CDS	219	dsdX		COG2610	D-serine transporter DsdX
GKLDPBFD_00596	CDS	1329	dsdA	4.3.1.18	COG3048	D-serine dehydratase
GKLDPBFD_00597	CDS	1539	emrY			putative multidrug resistance protein EmrY
GKLDPBFD_00598	CDS	1164	emrK		COG1566	putative multidrug resistance protein EmrK
GKLDPBFD_00599	CDS	615	evgA			DNA-binding transcriptional activator EvgA
GKLDPBFD_00600	CDS	3594	evgS	2.7.13.3	COG0784	Sensor protein EvgS
GKLDPBFD_00601	CDS	1146	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
GKLDPBFD_00602	CDS	945				hypothetical protein
GKLDPBFD_00603	CDS	1695	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
GKLDPBFD_00604	CDS	1251	frc	2.8.3.16	COG1804	Formyl-CoA:oxalate CoA-transferase
GKLDPBFD_00605	CDS	633	yfdX			Protein YfdX
GKLDPBFD_00606	CDS	276				hypothetical protein
GKLDPBFD_00607	CDS	243				hypothetical protein
GKLDPBFD_00608	CDS	921	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
GKLDPBFD_00609	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
GKLDPBFD_00610	CDS	1698	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
GKLDPBFD_00611	CDS	735	ypdB		COG3279	Transcriptional regulatory protein YpdB
GKLDPBFD_00612	CDS	858	rhaR_1			HTH-type transcriptional activator RhaR
GKLDPBFD_00613	CDS	2496	fryA_1		COG1080	Multiphosphoryl transfer protein 1
GKLDPBFD_00614	CDS	1038	ypdE	3.4.11.-	COG1363	Aminopeptidase YpdE
GKLDPBFD_00615	CDS	969	ypdF_1	3.4.11.-	COG0006	Aminopeptidase YpdF
GKLDPBFD_00616	CDS	153	ypdF_2	3.4.11.-	COG0006	Aminopeptidase YpdF
GKLDPBFD_00617	CDS	1248	fryC		COG1299	Fructose-like permease IIC component 1
GKLDPBFD_00618	CDS	327	fryB_1	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
GKLDPBFD_00619	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
GKLDPBFD_00620	CDS	1257	yfeO			Putative ion-transport protein YfeO
GKLDPBFD_00621	CDS	327				hypothetical protein
GKLDPBFD_00622	CDS	1239	mntH		COG1914	Divalent metal cation transporter MntH
GKLDPBFD_00623	CDS	1203	nupC		COG1972	Nucleoside permease NupC
GKLDPBFD_00624	CDS	2190	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
GKLDPBFD_00625	tRNA	76				tRNA-Ala(ggc)
GKLDPBFD_00626	tRNA	76				tRNA-Ala(ggc)
GKLDPBFD_00627	CDS	360				hypothetical protein
GKLDPBFD_00628	CDS	372				hypothetical protein
GKLDPBFD_00629	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
GKLDPBFD_00630	tRNA	76				tRNA-Val(tac)
GKLDPBFD_00631	tRNA	76				tRNA-Val(tac)
GKLDPBFD_00632	tRNA	76				tRNA-Val(tac)
GKLDPBFD_00633	tRNA	76				tRNA-Lys(ttt)
GKLDPBFD_00634	CDS	885	hcaR_1			Hca operon transcriptional activator HcaR
GKLDPBFD_00635	CDS	1257	xapB			Xanthosine permease
GKLDPBFD_00636	CDS	834	xapA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 2
GKLDPBFD_00637	CDS	765				hypothetical protein
GKLDPBFD_00638	CDS	927	cynR_1			HTH-type transcriptional regulator CynR
GKLDPBFD_00639	CDS	999				hypothetical protein
GKLDPBFD_00640	CDS	219				hypothetical protein
GKLDPBFD_00641	CDS	2016	ligA	6.5.1.2	COG0272	DNA ligase
GKLDPBFD_00642	CDS	987	zipA		COG3115	Cell division protein ZipA
GKLDPBFD_00643	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
GKLDPBFD_00644	CDS	972	cysK	2.5.1.47	COG0031	Cysteine synthase A
GKLDPBFD_00645	CDS	258	ptsH		COG1925	Phosphocarrier protein HPr
GKLDPBFD_00646	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
GKLDPBFD_00647	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
GKLDPBFD_00648	CDS	852	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
GKLDPBFD_00649	CDS	369				hypothetical protein
GKLDPBFD_00650	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
